model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Fiesta,2016,Manual,16859,Petrol,145,58.7,1.0,10698
 EcoSport,2019,Semi-Auto,7320,Petrol,154,42.9,1.0,14524
 Kuga,2018,Manual,16865,Diesel,145,54.4,2.0,15644
 EcoSport,2019,Automatic,26642,Diesel,145,49.6,1.5,17546
 C-MAX,2015,Manual,32032,Diesel,32,65.1,2.0,10687
 Kuga,2018,Manual,18813,Petrol,145,60.4,1.0,9718
 Kuga,2019,Manual,1084,Diesel,145,47.4,1.5,15986
 Fiesta,2014,Manual,46649,Petrol,25,65.7,1.6,7655
 B-MAX,2014,Semi-Auto,21902,Petrol,152,49.4,1.0,10841
 B-MAX,2014,Semi-Auto,40198,Petrol,157,48.6,1.6,7613
 Ka+,2018,Manual,6220,Petrol,144,47.8,1.2,17479
 Focus,2017,Automatic,20451,Petrol,146,53.6,2.0,12034
 Grand C-MAX,2016,Manual,27778,Diesel,31,58.5,1.5,9852
 Kuga,2017,Manual,95947,Diesel,145,78.8,1.5,6405
 Fiesta,2018,Manual,11521,Petrol,145,67.3,1.2,10881
 Mondeo,2016,Semi-Auto,18945,Diesel,146,34.0,2.0,18960
 Kuga,2017,Manual,19978,Diesel,145,54.9,1.5,15763
 Grand C-MAX,2016,Manual,31049,Diesel,29,55.1,1.5,17092
 Kuga,2017,Manual,19429,Diesel,145,54.3,2.0,13937
 Mondeo,2015,Automatic,32751,Hybrid,0,61.1,2.0,13964
 Fiesta,2019,Manual,62492,Diesel,151,39.7,1.5,15485
 Kuga,2017,Manual,11911,Diesel,144,41.8,2.0,13365
 Mondeo,2018,Automatic,10047,Hybrid,143,65.3,2.0,21821
 EcoSport,2018,Manual,4338,Petrol,152,47.6,1.0,9549
 Focus,2018,Semi-Auto,20451,Diesel,145,52.1,1.5,16425
 Fiesta,2015,Manual,19077,Petrol,125,54.6,1.0,10139
 Mondeo,2019,Automatic,2275,Hybrid,138,44.2,2.0,26167
 B-MAX,2018,Manual,21047,Petrol,153,56.6,1.0,9354
 Focus,2017,Manual,14659,Petrol,154,74.1,1.0,10299
 Focus,2017,Manual,10894,Petrol,157,48.0,1.1,12442
 Mondeo,2015,Automatic,43480,Other,0,68.5,2.0,14124
 Grand C-MAX,2016,Manual,65974,Diesel,29,65.5,1.5,10268
 Mondeo,2016,Automatic,65670,Diesel,34,65.0,2.0,10557
 Tourneo Connect,2016,Manual,31474,Diesel,125,58.3,1.5,16331
 Fiesta,2015,Semi-Auto,49639,Diesel,1,54.2,1.5,7783
 Mondeo,2018,Manual,65813,Diesel,145,59.3,2.0,10838
 Focus,2017,Manual,16406,Diesel,0,66.8,1.5,12672
 Grand Tourneo Connect,2010,Manual,122663,Diesel,206,54.8,1.5,7404
 Focus,2017,Automatic,35959,Diesel,1,66.3,1.5,12199
 Mondeo,2019,Automatic,12990,Hybrid,144,66.7,2.0,17096
 KA,2013,Manual,31188,Petrol,25,58.6,1.2,9627
 C-MAX,2017,Manual,62342,Diesel,145,65.0,2.0,14755
 Kuga,2018,Semi-Auto,10633,Petrol,145,55.1,1.0,20495
 Fiesta,2015,Manual,36390,Petrol,126,58.3,1.0,6074
 Fiesta,2017,Manual,16002,Petrol,145,54.0,1.0,10744
 Focus,2019,Semi-Auto,5396,Petrol,148,73.4,1.5,10287
 Mondeo,2019,Automatic,6169,Hybrid,141,60.9,2.0,27778
 EcoSport,2017,Manual,24592,Petrol,145,51.7,1.0,14052
 Fiesta,2018,Manual,26538,Petrol,144,58.4,1.0,10118
 S-MAX,2017,Automatic,9054,Diesel,127,53.6,2.0,19891
 Fiesta,2018,Manual,1973,Petrol,146,64.1,1.0,16911
 Fiesta,2016,Manual,35848,Petrol,125,60.6,1.0,8295
 Kuga,2013,Semi-Auto,27561,Diesel,145,42.0,2.0,17324
 Mondeo,2019,Automatic,14350,Hybrid,0,66.2,2.0,22331
 Kuga,2018,Automatic,11656,Diesel,145,54.8,2.0,15438
 Fiesta,2018,Manual,17461,Petrol,145,60.9,1.0,9661
 Mondeo,2015,Automatic,36646,Hybrid,0,66.9,2.0,16224
 S-MAX,2016,Semi-Auto,30238,Diesel,145,55.5,2.0,17560
Focus,2016,Manual,19107,Diesel,34,57.6,1.5,4801
 Kuga,2018,Manual,9487,Petrol,145,56.4,1.0,14758
 Edge,2017,Semi-Auto,32042,Diesel,146,21.9,2.0,18069
 Fiesta,2018,Manual,23264,Petrol,145,65.1,1.0,9878
 Kuga,2017,Manual,48677,Diesel,144,54.9,2.0,8117
 Focus,2015,Manual,10221,Petrol,203,40.6,2.0,15434
 C-MAX,2017,Manual,19927,Petrol,145,47.7,1.5,12298
 Focus,2019,Manual,2500,Petrol,145,59.0,1.0,13205
 Focus,2018,Manual,29209,Petrol,145,58.1,1.0,18081
 Kuga,2013,Manual,32891,Diesel,32,54.9,2.0,6390
 Kuga,2018,Manual,20731,Diesel,144,51.2,2.0,11896
 Focus,2019,Semi-Auto,30838,Diesel,145,37.8,2.0,14401
 C-MAX,2018,Manual,12457,Petrol,154,57.0,1.0,17125
 Kuga,2019,Manual,14978,Diesel,145,59.4,1.5,15404
 C-MAX,2018,Manual,12957,Petrol,145,56.1,1.0,11091
 Streetka,2019,Automatic,10578,Petrol,157,35.9,1.6,15416
 Kuga,2019,Semi-Auto,5242,Diesel,151,48.4,1.5,18092
 Focus,2017,Manual,10498,Petrol,145,60.3,1.0,16580
 Tourneo Connect,2018,Manual,11926,Diesel,145,56.5,1.5,16124
 Mondeo,2016,Manual,24469,Diesel,145,65.6,2.0,17129
 Tourneo Connect,2018,Manual,23823,Diesel,145,58.9,1.5,10530
 Fiesta,2017,Manual,28065,Petrol,146,46.7,1.0,9279
 B-MAX,2013,Semi-Auto,26275,Diesel,245,54.3,1.6,6676
 Kuga,2017,Automatic,13970,Diesel,252,58.2,2.0,13240
 Mondeo,2015,Automatic,45083,Hybrid,0,66.7,2.0,16572
 Fiesta,2017,Manual,27378,Petrol,145,58.5,1.0,7718
 Mondeo,2015,Manual,75523,Diesel,0,56.3,2.0,18424
 Mondeo,2016,Automatic,42743,Hybrid,0,59.0,2.0,15259
 Fusion,2008,Automatic,119737,Petrol,271,32.7,1.5,530
 Ka+,2018,Manual,16035,Petrol,145,47.2,1.2,16862
 Mustang,2013,Automatic,130509,Petrol,251,35.5,2.1,5335
 Mondeo,2016,Automatic,40027,Hybrid,0,60.5,2.0,12817
 B-MAX,2018,Manual,16759,Petrol,145,58.1,1.0,9308
 Mondeo,2015,Manual,53883,Diesel,34,74.6,2.0,7614
 Grand C-MAX,2016,Manual,32557,Petrol,127,54.5,2.0,11072
 B-MAX,2017,Automatic,16303,Petrol,125,56.9,1.0,11439
 EcoSport,2018,Semi-Auto,5265,Petrol,153,35.4,1.0,10311
 Kuga,2017,Automatic,44325,Diesel,144,43.3,1.5,9597
 Mondeo,2018,Manual,33600,Diesel,145,63.1,2.0,10538
 EcoSport,2019,Semi-Auto,393,Petrol,145,39.6,1.0,15896
 Focus,2016,Automatic,17626,Petrol,151,51.7,1.0,14164
 B-MAX,2016,Manual,29772,Petrol,145,59.1,1.0,17984
 EcoSport,2018,Manual,36181,Petrol,145,57.2,1.0,10706
 EcoSport,2018,Automatic,13488,Diesel,145,51.9,1.0,15439
 Streetka,2010,Automatic,29003,Diesel,162,55.9,2.0,1785
 Mondeo,2015,Automatic,15739,Electric,3,66.8,2.0,14833
 Kuga,2017,Manual,20001,Diesel,124,55.2,1.5,14171
 Kuga,2017,Manual,58285,Petrol,125,56.9,2.0,7187
 EcoSport,2019,Manual,4862,Petrol,145,48.8,1.0,11217
 Fiesta,2019,Manual,5919,Petrol,145,57.6,1.0,13411
 Focus,2018,Semi-Auto,34962,Diesel,145,58.5,1.5,12446
 KA,2017,Manual,45180,Petrol,33,56.0,1.2,1293
 Mondeo,2015,Automatic,41590,Other,2,66.6,2.0,12886
 Mondeo,2017,Automatic,5239,Hybrid,144,56.3,2.0,30498
 C-MAX,2015,Manual,125751,Diesel,30,75.1,1.5,7547
 Focus,2020,Semi-Auto,799,Petrol,145,54.6,1.5,18904
 C-MAX,2018,Manual,31246,Petrol,33,48.0,1.2,6964
 Fiesta,2016,Manual,9790,Petrol,145,66.2,1.1,15093
 Kuga,2019,Semi-Auto,10755,Diesel,144,55.8,2.0,18192
 Mustang,2020,Semi-Auto,1,Diesel,145,38.8,2.7,31780
 Galaxy,2018,Automatic,41073,Diesel,145,56.5,2.0,19287
 Kuga,2018,Manual,2164,Diesel,151,55.3,1.5,15302
 C-MAX,2016,Manual,21495,Diesel,1,71.0,1.5,11424
 Fiesta,2018,Manual,12291,Petrol,145,62.8,1.0,15180
 Edge,2016,Automatic,35177,Diesel,209,34.0,2.0,29104
 Fiesta,2017,Manual,21096,Petrol,124,61.7,1.0,10369
 C-MAX,2017,Manual,73849,Diesel,0,65.9,2.0,17224
 Kuga,2017,Manual,83577,Diesel,0,73.7,1.5,8935
 S-MAX,2016,Semi-Auto,37039,Diesel,145,51.1,2.0,14581
 C-MAX,2016,Manual,20511,Petrol,145,57.2,1.2,10343
 Fiesta,2018,Manual,4553,Petrol,155,46.8,2.2,9370
 Fiesta,2010,Manual,87301,Petrol,145,47.7,2.0,10309
 C-MAX,2018,Manual,8358,Petrol,30,60.5,1.2,21060
 Focus,2018,Manual,15482,Petrol,145,59.0,1.0,11138
 Tourneo Custom,2019,Automatic,6010,Diesel,145,20.8,2.0,21594
 Focus,2018,Automatic,6922,Petrol,145,51.4,1.0,10733
 Focus,2019,Manual,3037,Petrol,145,56.1,1.0,16473
 Focus,2016,Manual,34416,Diesel,20,65.9,1.5,13676
 Fiesta,2016,Manual,19805,Petrol,124,65.3,1.2,10043
 EcoSport,2018,Automatic,16961,Petrol,153,60.6,1.0,15251
 Focus,2019,Manual,3079,Petrol,146,45.7,1.0,14702
 EcoSport,2018,Manual,14346,Petrol,145,58.6,1.2,17641
 Mondeo,2016,Automatic,24319,Electric,0,66.9,2.0,12879
 Fiesta,2017,Automatic,25986,Petrol,28,65.5,1.0,10511
 B-MAX,2016,Automatic,30084,Petrol,126,59.3,1.0,12513
 S-MAX,2016,Automatic,33495,Diesel,125,61.3,2.0,14667
 S-MAX,2016,Automatic,25320,Diesel,125,54.9,2.0,15860
 C-MAX,2015,Automatic,136750,Diesel,19,64.5,1.5,6582
 Focus,2019,Manual,2984,Petrol,145,57.6,1.0,12484
 Focus,2019,Manual,2951,Petrol,144,43.9,1.5,20878
 Focus,2013,Automatic,27730,Petrol,151,59.7,1.0,16856
 C-MAX,2018,Manual,13549,Petrol,145,58.0,1.0,11000
 Fiesta,2018,Manual,32697,Petrol,146,47.4,1.2,6476
 Kuga,2018,Automatic,11072,Diesel,144,33.0,1.5,14358
 Kuga,2018,Semi-Auto,5541,Diesel,146,40.5,2.0,23612
 Kuga,2017,Manual,19655,Diesel,145,75.0,1.5,14323
 Edge,2017,Semi-Auto,5093,Diesel,145,24.8,2.0,26634
 Fiesta,2018,Manual,32030,Petrol,145,46.9,1.1,13857
 Kuga,2016,Semi-Auto,38031,Diesel,145,54.3,2.0,18096
 Focus,2019,Semi-Auto,9649,Petrol,145,47.7,1.1,18182
 Kuga,2018,Manual,13974,Diesel,145,59.0,2.0,14618
 Fiesta,2017,Manual,16883,Petrol,145,56.1,1.2,10758
 Mondeo,2016,Automatic,16626,Electric,2,67.2,2.0,15401
 Mondeo,2019,Semi-Auto,29012,Diesel,145,20.8,2.0,25802
 Kuga,2017,Manual,31384,Diesel,20,74.2,1.5,14354
 Focus,2018,Semi-Auto,11165,Petrol,152,48.7,2.3,18144
 EcoSport,2019,Automatic,8153,Hybrid,143,53.2,1.5,15918
 B-MAX,2020,Manual,2105,Petrol,145,42.6,1.0,7710
 S-MAX,2016,Automatic,16190,Diesel,125,58.6,2.0,13236
 Fiesta,2017,Semi-Auto,11041,Petrol,145,58.5,1.1,9404
 EcoSport,2017,Manual,24257,Petrol,151,50.5,1.0,11835
 Mondeo,2014,Manual,66033,Diesel,125,59.1,2.0,4757
 EcoSport,2014,Manual,28754,Petrol,155,57.8,1.0,9799
 Galaxy,2016,Semi-Auto,38652,Diesel,3,52.3,2.0,14643
 Fiesta,2019,Manual,11761,Diesel,145,55.8,1.5,17184
 EcoSport,2018,Manual,5308,Petrol,152,51.3,1.0,16217
 Grand C-MAX,2017,Automatic,58050,Petrol,146,66.0,1.5,10430
 Mustang,2021,Semi-Auto,3001,Petrol,145,38.9,2.8,40337
 EcoSport,2017,Automatic,19079,Petrol,145,55.1,1.5,12084
 Focus,2019,Automatic,3808,Petrol,148,49.7,1.0,9992
 C-MAX,2017,Semi-Auto,29808,Diesel,126,58.8,2.0,14979
 Mondeo,2016,Automatic,31592,Diesel,125,57.8,2.0,16754
 Focus,2019,Manual,10572,Petrol,147,61.9,1.0,11424
 Mondeo,2016,Automatic,17859,Electric,1,68.7,2.0,16865
 Mondeo,2018,Automatic,3777,Hybrid,144,65.2,2.0,24432
 EcoSport,2016,Semi-Auto,21528,Diesel,157,51.8,2.0,14930
 EcoSport,2017,Automatic,13948,Petrol,145,58.1,1.0,15186
 Focus,2010,Automatic,53653,Petrol,252,37.4,1.6,6482
 Kuga,2017,Manual,24504,Diesel,30,58.0,1.5,11968
 Kuga,2019,Manual,5736,Diesel,145,49.3,2.0,16874
 EcoSport,2018,Automatic,4764,Petrol,145,51.0,1.0,12435
 Fiesta,2018,Manual,2183,Petrol,145,63.0,1.0,19011
 Focus,2019,Automatic,2219,Petrol,145,40.0,1.5,12524
 Tourneo Connect,2019,Semi-Auto,2121,Petrol,145,58.0,1.0,25440
 Kuga,2016,Semi-Auto,19370,Diesel,146,54.2,2.0,15685
 B-MAX,2013,Manual,65493,Diesel,32,44.6,1.6,6138
 Puma,2020,Manual,3210,Petrol,144,51.7,1.0,22370
 Mondeo,2018,Automatic,25615,Diesel,145,46.3,2.0,19826
 Kuga,2013,Manual,36834,Diesel,144,55.6,2.0,3136
 C-MAX,2016,Manual,42926,Diesel,20,66.4,1.5,11852
 Kuga,2019,Manual,1765,Diesel,145,65.8,1.5,15000
 Mondeo,2016,Automatic,23994,Diesel,126,65.2,2.0,11224
 Galaxy,2016,Manual,30644,Diesel,33,55.2,2.0,6886
 Kuga,2017,Manual,82955,Diesel,144,55.1,2.0,18955
 Fiesta,2018,Manual,19137,Petrol,145,65.4,1.0,10601
 Fiesta,2016,Manual,24718,Petrol,2,59.4,1.0,7152
 Fiesta,2018,Manual,24990,Petrol,124,58.5,1.0,8561
 Edge,2010,Semi-Auto,18776,Diesel,146,48.1,2.0,25640
 B-MAX,2018,Manual,13231,Petrol,145,57.7,1.0,10408
 Focus,2018,Manual,14023,Petrol,145,65.9,1.0,13279
 Mondeo,2016,Automatic,31493,Hybrid,0,64.8,2.0,18133
 Mondeo,2016,Automatic,26619,Electric,127,66.2,2.0,14636
 Tourneo Connect,2018,Manual,9019,Petrol,145,64.5,1.0,20042
 Focus,2019,Manual,1170,Petrol,145,57.2,1.0,10340
 Galaxy,2016,Semi-Auto,15184,Electric,3,51.3,2.0,13050
 Kuga,2016,Manual,51172,Diesel,0,65.3,1.5,7072
 Grand C-MAX,2014,Manual,60031,Diesel,31,57.4,1.6,4973
 EcoSport,2018,Manual,26992,Petrol,146,62.9,1.0,15348
 Mondeo,2010,Automatic,69551,Hybrid,31,55.8,2.0,12650
 Puma,2020,Manual,1,Petrol,140,44.6,1.0,26743
 Mondeo,2018,Automatic,10413,Hybrid,144,55.1,2.0,24321
 Fiesta,2017,Automatic,23732,Petrol,152,37.6,1.5,11424
 B-MAX,2016,Manual,33577,Petrol,145,56.7,1.2,11221
 C-MAX,2010,Manual,77049,Diesel,24,51.4,1.6,1246
 Fiesta,2016,Automatic,29979,Petrol,21,66.1,1.0,6362
 Mustang,2022,Semi-Auto,954,Petrol,145,42.7,2.8,36171
 Edge,2016,Automatic,24264,Diesel,146,56.6,2.0,19404
 Fiesta,2017,Manual,16696,Petrol,145,54.5,1.0,9138
 Ka+,2018,Manual,16323,Petrol,145,48.7,1.2,7839
 Focus,2016,Automatic,28060,Petrol,21,61.3,1.0,10103
 Focus,2015,Manual,55192,Diesel,0,75.4,1.5,8325
 C-MAX,2013,Manual,16970,Diesel,32,59.4,1.5,14537
 EcoSport,2020,Automatic,4253,Petrol,149,51.7,1.0,22745
 Kuga,2018,Semi-Auto,27957,Diesel,145,53.4,2.0,16729
 Kuga,2017,Manual,16470,Diesel,145,59.8,2.0,18332
 Edge,2017,Manual,59154,Diesel,146,48.5,2.0,23793
 Galaxy,2016,Manual,80764,Diesel,126,57.6,2.0,14679
 Focus,2016,Automatic,31541,Petrol,0,58.5,1.0,12485
 Mondeo,2019,Automatic,1165,Hybrid,140,43.2,2.0,24346
 Fiesta,2016,Manual,36035,Petrol,145,64.5,1.0,10105
 Kuga,2017,Semi-Auto,25617,Diesel,145,59.6,2.0,19625
 Tourneo Connect,2016,Manual,12373,Diesel,29,58.4,1.5,10342
 Kuga,2017,Semi-Auto,40948,Diesel,126,56.5,2.0,12362
 Fiesta,2018,Manual,27264,Petrol,145,66.2,1.1,8808
 Mondeo,2015,Automatic,23095,Other,1,68.2,2.0,12347
 Kuga,2018,Semi-Auto,27517,Diesel,145,48.2,1.5,18825
 Grand C-MAX,2016,Manual,41837,Diesel,27,64.4,1.5,9316
 Kuga,2017,Manual,28243,Diesel,145,66.0,1.5,12711
 Ranger,2019,Automatic,5446,Diesel,145,41.8,1.5,19310
 Kuga,2015,Semi-Auto,37469,Diesel,2,48.9,2.0,16258
 Fiesta,2017,Manual,23164,Diesel,158,67.0,1.5,7700
 EcoSport,2016,Manual,12863,Petrol,145,58.5,1.0,9747
 Mustang,2010,Semi-Auto,28536,Petrol,206,28.3,2.1,4714
 Focus,2018,Manual,10480,Petrol,145,58.6,1.0,16207
 Focus,2018,Manual,11423,Petrol,145,59.0,1.0,15773
 Focus,2018,Automatic,7145,Petrol,145,39.7,1.5,17841
 Mondeo,2015,Automatic,29134,Hybrid,0,53.0,2.0,12415
 Fiesta,2015,Manual,14114,Petrol,126,54.5,1.2,9370
 Fiesta,2019,Automatic,11515,Petrol,145,49.0,1.0,13768
 Kuga,2014,Semi-Auto,48215,Diesel,151,42.6,2.0,13546
 Edge,2017,Semi-Auto,22848,Diesel,146,55.9,2.0,17816
 S-MAX,2017,Semi-Auto,19805,Diesel,145,53.2,2.0,14202
 Kuga,2019,Semi-Auto,15665,Diesel,145,57.7,2.0,15134
 Focus,2015,Manual,37416,Diesel,23,63.0,1.5,13871
 Fiesta,2013,Semi-Auto,31808,Petrol,23,47.2,1.6,8733
 Focus,2015,Manual,50229,Diesel,2,74.7,1.5,7253
 Fiesta,2018,Manual,18195,Petrol,145,65.2,1.0,15932
 Kuga,2018,Manual,11024,Diesel,144,53.7,1.5,16253
 Grand C-MAX,2016,Manual,99374,Diesel,1,74.9,1.5,11056
 EcoSport,2019,Automatic,15124,Petrol,144,60.8,1.0,10978
 Focus,2019,Manual,20835,Petrol,147,75.7,1.0,10727
 C-MAX,2018,Manual,11231,Petrol,146,64.6,1.0,9667
 C-MAX,2009,Automatic,51887,Petrol,207,36.9,1.6,7490
 Kuga,2018,Manual,13206,Diesel,145,64.5,1.5,14498
 Fiesta,2015,Manual,72297,Petrol,0,67.2,1.2,7890
 Mondeo,2019,Automatic,13579,Hybrid,145,51.6,2.0,15008
 C-MAX,2016,Manual,17455,Petrol,145,56.3,1.2,7745
 Mondeo,2019,Automatic,1843,Diesel,145,40.8,2.0,17634
 Fiesta,2018,Manual,9872,Petrol,145,58.7,1.0,10932
 Fiesta,2019,Manual,11051,Petrol,146,58.7,1.0,14259
 Fiesta,2018,Manual,12107,Petrol,146,59.8,1.0,10148
 Kuga,2017,Semi-Auto,11569,Petrol,152,53.2,1.0,9976
 Kuga,2016,Semi-Auto,48130,Diesel,206,55.0,2.0,13238
 B-MAX,2019,Manual,2283,Petrol,145,46.9,1.5,25870
 Tourneo Custom,2019,Automatic,3000,Diesel,144,31.3,2.0,20231
 C-MAX,2013,Manual,65521,Diesel,21,75.0,1.5,6245
 Tourneo Connect,2017,Automatic,12113,Petrol,145,59.6,1.0,9865
 Kuga,2015,Automatic,18217,Petrol,154,37.5,1.2,6530
 Kuga,2017,Automatic,17328,Petrol,154,45.0,1.0,10803
 Mondeo,2016,Automatic,32976,Diesel,32,58.4,2.0,2782
 B-MAX,2014,Manual,29780,Petrol,127,56.6,1.6,6126
 Fusion,2002,Manual,119004,Petrol,213,34.4,1.5,495
 Kuga,2015,Semi-Auto,18286,Diesel,1,75.6,1.5,7584
 Tourneo Custom,2017,Semi-Auto,9714,Diesel,146,55.7,2.0,16882
 Fiesta,2018,Semi-Auto,24428,Diesel,145,51.7,1.0,16785
 Kuga,2019,Manual,25245,Petrol,146,54.4,2.0,14932
 Fiesta,2015,Manual,26066,Petrol,145,67.0,1.0,7873
 S-MAX,2016,Automatic,25782,Diesel,126,58.8,2.0,10695
 Kuga,2016,Semi-Auto,23749,Diesel,146,48.5,2.0,8856
 Fiesta,2018,Manual,7546,Petrol,145,54.3,1.0,10800
 C-MAX,2016,Manual,20665,Diesel,22,80.5,1.5,8818
 B-MAX,2017,Manual,31966,Petrol,124,57.4,1.2,8372
 Fiesta,2013,Manual,1299,Petrol,154,48.9,2.3,6636
 Focus,2018,Manual,2469,Petrol,146,56.8,1.0,15084
 Focus,2020,Manual,4414,Petrol,145,59.1,1.0,17627
 Fiesta,2016,Automatic,12611,Petrol,126,57.8,1.0,9296
 Focus,2018,Automatic,14079,Petrol,152,59.5,1.0,10415
 Fusion,2008,Manual,81072,Petrol,253,47.3,2.4,667
 C-MAX,2016,Manual,32976,Diesel,34,57.5,1.5,9992
 Tourneo Connect,2018,Manual,37658,Diesel,30,65.5,1.5,10614
 Kuga,2019,Automatic,2153,Hybrid,144,54.4,2.0,37128
 Fiesta,2018,Manual,32774,Petrol,146,63.7,1.1,7301
 Fusion,2014,Automatic,157719,Petrol,264,33.7,1.4,495
 B-MAX,2015,Manual,53244,Petrol,23,54.0,1.6,6570
 Tourneo Custom,2018,Manual,9209,Diesel,145,20.8,2.0,24233
 EcoSport,2016,Automatic,9726,Petrol,145,47.7,1.5,9988
 C-MAX,2019,Automatic,11455,Petrol,145,42.4,1.5,19051
 Mondeo,2018,Manual,8983,Petrol,145,59.6,1.0,16965
 Kuga,2017,Manual,25763,Petrol,145,53.8,1.5,9752
 Kuga,2018,Manual,14259,Diesel,144,54.7,2.0,15623
 B-MAX,2009,Manual,40615,Petrol,204,42.4,1.3,7733
 Focus,2017,Manual,28599,Diesel,1,74.3,1.5,11000
 Tourneo Connect,2013,Manual,88772,Diesel,22,80.3,1.5,3866
 Fusion,2008,Manual,146985,Petrol,208,37.8,1.3,2114
 Kuga,2018,Automatic,9298,Diesel,145,61.3,1.5,16545
 Focus,2016,Manual,35444,Petrol,32,63.7,1.2,9559
 Fiesta,2018,Manual,13784,Petrol,0,66.2,1.0,9977
 Kuga,2014,Automatic,13997,Petrol,145,30.7,1.6,5445
 Focus,2020,Manual,2200,Petrol,145,49.1,1.0,14384
 Streetka,2013,Manual,137524,Petrol,213,20.8,1.5,495
 Kuga,2019,Manual,75047,Diesel,145,53.3,1.5,24209
 Focus,2018,Automatic,6405,Petrol,154,43.0,1.0,14420
 Kuga,2017,Automatic,29843,Petrol,153,41.6,1.5,10895
 Fiesta,2016,Manual,28568,Petrol,22,66.2,1.0,9802
 Focus,2019,Manual,16263,Petrol,125,58.7,1.0,10009
 Mondeo,2016,Automatic,21023,Electric,3,67.9,2.0,15060
 Mondeo,2016,Automatic,20468,Other,2,66.8,2.0,13703
 Puma,2019,Manual,30065,Petrol,146,34.7,1.2,16515
 Fiesta,2016,Manual,32570,Petrol,23,65.9,1.0,8054
 Kuga,2016,Automatic,32233,Petrol,123,61.4,1.0,12248
 Focus,2018,Manual,9472,Petrol,145,55.3,1.2,11310
 Grand Tourneo Connect,2016,Automatic,18732,Petrol,30,59.9,1.0,11060
 Fiesta,2018,Manual,3442,Diesel,145,63.9,1.5,21279
 Mondeo,2016,Automatic,33959,Hybrid,0,59.5,2.0,19124
 EcoSport,2018,Manual,18772,Petrol,145,47.9,1.0,7686
 B-MAX,2017,Manual,21831,Petrol,145,58.9,1.0,7545
 Focus,2018,Manual,3477,Petrol,145,58.2,1.0,16103
 Focus,2019,Automatic,13219,Petrol,150,52.9,1.0,18657
 Mondeo,2015,Manual,27502,Diesel,0,83.0,1.5,7570
 Fiesta,2017,Manual,19104,Petrol,145,59.0,2.0,7489
 Fiesta,2017,Manual,14209,Petrol,150,64.9,1.1,6128
 Fiesta,2016,Manual,12622,Petrol,126,60.5,1.0,7048
 Fiesta,2017,Manual,22208,Petrol,126,57.1,1.0,9057
 Fiesta,2018,Manual,10340,Petrol,124,66.4,1.2,7745
 Focus,2014,Manual,64920,Diesel,1,75.1,1.5,9038
 Kuga,2010,Automatic,17791,Diesel,256,31.4,2.0,12511
 Focus,2019,Automatic,1208,Petrol,151,44.2,1.0,16784
 Focus,2019,Manual,15687,Diesel,145,39.7,1.5,11971
 Kuga,2017,Semi-Auto,14025,Diesel,145,50.2,2.0,20083
 Focus,2017,Manual,21940,Petrol,145,57.5,1.0,10145
 Focus,2019,Manual,15649,Petrol,146,56.6,1.0,13516
 Mondeo,2019,Automatic,4267,Hybrid,149,60.8,2.0,16789
 EcoSport,2018,Manual,7841,Petrol,145,50.1,1.0,9561
 Fiesta,2017,Manual,11742,Petrol,124,57.9,1.0,6286
 Fiesta,2016,Automatic,31487,Petrol,0,62.2,1.0,9891
 Focus,2019,Manual,28925,Diesel,145,69.9,1.5,17121
 Kuga,2017,Automatic,15906,Diesel,145,56.0,1.5,15082
 Tourneo Custom,2019,Manual,2939,Diesel,145,20.8,2.0,17716
 C-MAX,2017,Automatic,15334,Petrol,20,53.5,1.0,10400
 EcoSport,2016,Automatic,32828,Petrol,125,59.8,1.0,10769
 Kuga,2017,Semi-Auto,16205,Petrol,157,40.0,1.5,9624
 C-MAX,2018,Manual,7936,Petrol,146,57.3,1.0,9368
 Kuga,2019,Semi-Auto,11477,Diesel,145,48.8,2.0,22376
 B-MAX,2019,Manual,8137,Petrol,145,43.3,1.0,11904
 S-MAX,2016,Automatic,94538,Diesel,205,54.1,2.0,14127
 Fiesta,2015,Manual,14274,Petrol,3,78.8,1.0,9112
 Fiesta,2019,Manual,12757,Petrol,145,58.9,1.1,18269
 Grand C-MAX,2017,Manual,30551,Diesel,145,58.5,1.5,14306
 Kuga,2017,Automatic,9558,Diesel,154,54.8,2.0,13460
 Mondeo,2019,Automatic,982,Hybrid,147,50.4,2.0,23019
 S-MAX,2016,Automatic,36451,Diesel,127,57.1,2.0,11585
 Kuga,2017,Semi-Auto,30800,Diesel,145,53.6,1.5,16140
 Galaxy,2017,Automatic,23040,Diesel,145,56.5,2.0,19182
 Mondeo,2016,Automatic,13317,Electric,1,68.9,2.0,11543
 Focus,2018,Manual,13143,Diesel,0,74.3,1.5,15122
 Kuga,2017,Manual,14408,Diesel,124,62.0,2.0,14692
 Edge,2017,Semi-Auto,3577,Diesel,146,48.7,2.0,14224
 Focus,2019,Manual,9654,Petrol,152,59.6,1.5,9021
 C-MAX,2013,Manual,32805,Diesel,22,63.9,1.5,9257
 Focus,2019,Automatic,422,Petrol,145,51.3,1.0,20323
 Fiesta,2019,Manual,1234,Petrol,145,46.9,1.5,23717
 Fiesta,2018,Manual,15207,Petrol,145,48.5,1.0,6958
 Mustang,2020,Manual,2388,Petrol,145,42.2,2.8,38851
 Kuga,2014,Manual,23905,Diesel,2,79.4,1.5,7702
 Fiesta,2016,Manual,60380,Diesel,0,84.0,1.5,7702
